,Ward name,Borough name,City,Address,location,point
567,Stepney Green,Tower Hamlets,London,"Stepney Green,Tower Hamlets,London","Stepney Green, Mile End Road, Globe Town, Stepney, London Borough of Tower Hamlets, London, Greater London, England, E1 4LJ, United Kingdom","(51.5217026, -0.0467147, 0.0)"
568,Weavers,Tower Hamlets,London,"Weavers,Tower Hamlets,London","London Road, Dover, Kent, South East, England, CT17 0TF, United Kingdom","(51.1341009, 1.3003489, 0.0)"
569,Whitechapel,Tower Hamlets,London,"Whitechapel,Tower Hamlets,London","Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 5AA, United Kingdom","(51.5186227, -0.0620807, 0.0)"
570,Cann Hall,Waltham Forest,London,"Cann Hall,Waltham Forest,London",,
571,Cathall,Waltham Forest,London,"Cathall,Waltham Forest,London","Cathall Green, Wanstead Slip, London Borough of Waltham Forest, London, Greater London, England, United Kingdom","(51.5597438, 0.0028767967532726123, 0.0)"
572,Chapel End,Waltham Forest,London,"Chapel End,Waltham Forest,London","Chapel End, Leyton, Walthamstow, London, Greater London, England, E17 5AR, United Kingdom","(51.598434, -0.0154323, 0.0)"
573,Chingford Green,Waltham Forest,London,"Chingford Green,Waltham Forest,London","Chingford Green, Chingford, London Borough of Waltham Forest, London, Greater London, England, United Kingdom","(51.631213, 0.0020423035282898907, 0.0)"
574,Endlebury,Waltham Forest,London,"Endlebury,Waltham Forest,London","Endlebury Road, Highams Park, Chingford, London Borough of Waltham Forest, London, Greater London, England, E4, United Kingdom","(51.6241284, -0.000279, 0.0)"
575,Forest,Waltham Forest,London,"Forest,Waltham Forest,London","The Forest, Upper Walthamstow, Leytonstone, London Borough of Waltham Forest, London, Greater London, England, E17, United Kingdom","(51.5848057, 0.0096719, 0.0)"
576,Grove Green,Waltham Forest,London,"Grove Green,Waltham Forest,London",,
577,Hale End and Highams Park,Waltham Forest,London,"Hale End and Highams Park,Waltham Forest,London","North London Partitions, 168, Hale End Road, Highams Park, Chingford, London Borough of Waltham Forest, London, Greater London, England, IG8, United Kingdom","(51.600882299999995, -0.000633494434043263, 0.0)"
578,Hatch Lane,Waltham Forest,London,"Hatch Lane,Waltham Forest,London","Hatch Lane, Highams Park, Chingford, London Borough of Waltham Forest, London, Greater London, England, E4, United Kingdom","(51.6186889, 0.0042356, 0.0)"
579,High Street,Waltham Forest,London,"High Street,Waltham Forest,London","High Street, Walthamstow Village, Leyton, London Borough of Waltham Forest, London, Greater London, England, E17, United Kingdom","(51.5847888, -0.0200407, 0.0)"
580,Higham Hill,Waltham Forest,London,"Higham Hill,Waltham Forest,London","Higham Hill, Leyton, London Borough of Waltham Forest, London, Greater London, England, E17 5RG, United Kingdom","(51.5960399, -0.0353557, 0.0)"
581,Hoe Street,Waltham Forest,London,"Hoe Street,Waltham Forest,London","Hoe Street, Walthamstow Village, Leyton, London Borough of Waltham Forest, London, Greater London, England, E17 4RT, United Kingdom","(51.5850696, -0.019557, 0.0)"
582,Larkswood,Waltham Forest,London,"Larkswood,Waltham Forest,London","Larkswood, New Road, Chingford, London Borough of Waltham Forest, London, Greater London, England, E4 6NU, United Kingdom","(51.61538165, -0.004527685441366792, 0.0)"
583,Lea Bridge,Waltham Forest,London,"Lea Bridge,Waltham Forest,London","Lea Bridge, Argall Way, London Borough of Waltham Forest, London, Greater London, England, E10 7PG, United Kingdom","(51.5667512, -0.0371218, 0.0)"
584,Leyton,Waltham Forest,London,"Leyton,Waltham Forest,London","Leyton, London Borough of Waltham Forest, London, Greater London, England, E10 5AX, United Kingdom","(51.5696734, -0.015681, 0.0)"
585,Leytonstone,Waltham Forest,London,"Leytonstone,Waltham Forest,London","Leytonstone, Leytonstone Plaza, Whipps Cross, Leytonstone, London Borough of Waltham Forest, London, Greater London, England, E11 4RE, United Kingdom","(51.5688027, 0.0086166, 0.0)"
586,Markhouse,Waltham Forest,London,"Markhouse,Waltham Forest,London","Markhouse Common allotments, Leyton, London Borough of Waltham Forest, London, Greater London, England, United Kingdom","(51.5762179, -0.026116236173179798, 0.0)"
587,Valley,Waltham Forest,London,"Valley,Waltham Forest,London","Stansted Airport, Terminal Road South, Takeley, Uttlesford, Essex, East of England, England, CM22 6PL, United Kingdom","(51.8899889, 0.26150702197225434, 0.0)"
588,William Morris,Waltham Forest,London,"William Morris,Waltham Forest,London","The William Morris, 807-809, Forest Road, Wood Street, Leyton, London Borough of Waltham Forest, London, Greater London, England, E17 4JD, United Kingdom","(51.5912043, -0.0077676, 0.0)"
589,Wood Street,Waltham Forest,London,"Wood Street,Waltham Forest,London","Wood Street, Upper Walthamstow Road, Wood Street, Leytonstone, London Borough of Waltham Forest, London, Greater London, England, E17, United Kingdom","(51.587041, -0.0016791, 0.0)"
590,Balham,Wandsworth,London,"Balham,Wandsworth,London","Balham, London Borough of Wandsworth, London, Greater London, England, SW12 9AP, United Kingdom","(51.4456449, -0.1503643, 0.0)"
591,Bedford,Wandsworth,London,"Bedford,Wandsworth,London","The Bedford, 77, Bedford Hill, Balham, London Borough of Wandsworth, London, Greater London, England, SW12 9HD, United Kingdom","(51.4427243, -0.1493607, 0.0)"
592,Earlsfield,Wandsworth,London,"Earlsfield,Wandsworth,London","Earlsfield, London Borough of Wandsworth, London, Greater London, England, SW18 4DX, United Kingdom","(51.4464482, -0.1893941, 0.0)"
593,East Putney,Wandsworth,London,"East Putney,Wandsworth,London","East Putney, Station Approach, Southfields, London Borough of Wandsworth, London, Greater London, England, SW15 2SZ, United Kingdom","(51.4586138, -0.2112429, 0.0)"
594,Fairfield,Wandsworth,London,"Fairfield,Wandsworth,London","Fairfield Street, Earlsfield, London Borough of Wandsworth, London, Greater London, England, SW18 1DX, United Kingdom","(51.4587614, -0.1904427, 0.0)"
595,Furzedown,Wandsworth,London,"Furzedown,Wandsworth,London","Furzedown, London Borough of Wandsworth, London, Greater London, England, SW17 9DA, United Kingdom","(51.424389, -0.1537022, 0.0)"
596,Graveney,Wandsworth,London,"Graveney,Wandsworth,London","Tooting Graveney, Upper Tooting, London, Greater London, England, SW17 9AH, United Kingdom","(51.4234522, -0.1665496, 0.0)"
597,Latchmere,Wandsworth,London,"Latchmere,Wandsworth,London","The Latchmere, Battersea Bridge Road, Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3AA, United Kingdom","(51.4728291, -0.1658381, 0.0)"
598,Nightingale,Wandsworth,London,"Nightingale,Wandsworth,London","The Nightingale, 97, Nightingale Lane, Balham, London Borough of Wandsworth, London, Greater London, England, SW12 8NX, United Kingdom","(51.450034099999996, -0.15784585812095875, 0.0)"
599,Northcote,Wandsworth,London,"Northcote,Wandsworth,London","The Northcote, 2, Northcote Road, Clapham Junction, London Borough of Wandsworth, London, Greater London, England, SW11 1NT, United Kingdom","(51.4607139, -0.1671587, 0.0)"
600,Queenstown,Wandsworth,London,"Queenstown,Wandsworth,London","Queenstown Road, Nine Elms, London Borough of Wandsworth, London, Greater London, England, SW8 4LP, United Kingdom","(51.4752161, -0.1462935, 0.0)"
601,Roehampton and Putney Heath,Wandsworth,London,"Roehampton and Putney Heath,Wandsworth,London",,
602,St. Mary's Park,Wandsworth,London,"St. Mary's Park,Wandsworth,London",,
603,Shaftesbury,Wandsworth,London,"Shaftesbury,Wandsworth,London","Shaftesbury, John Hunter Avenue, Tooting Graveney, Upper Tooting, London Borough of Wandsworth, London, Greater London, England, SW17, United Kingdom","(51.43451335, -0.17227785807011947, 0.0)"
604,Southfields,Wandsworth,London,"Southfields,Wandsworth,London","Southfields, Crowthorne Close, Southfields, London Borough of Wandsworth, London, Greater London, England, SW18 5RX, United Kingdom","(51.4457751, -0.2066142, 0.0)"
605,Thamesfield,Wandsworth,London,"Thamesfield,Wandsworth,London",,
606,Tooting,Wandsworth,London,"Tooting,Wandsworth,London","Tooting, London, Greater London, England, SW17 0HA, United Kingdom","(51.4266588, -0.1690768, 0.0)"
607,Wandsworth Common,Wandsworth,London,"Wandsworth Common,Wandsworth,London","Wandsworth Common, Clapham Junction, London Borough of Wandsworth, London, Greater London, England, United Kingdom","(51.44848475, -0.16765005277853692, 0.0)"
608,West Hill,Wandsworth,London,"West Hill,Wandsworth,London","West Hill, Southfields, London Borough of Wandsworth, London, Greater London, England, SW18 1RB, United Kingdom","(51.4568485, -0.2002784, 0.0)"
609,West Putney,Wandsworth,London,"West Putney,Wandsworth,London","Putney, Disraeli Road, Putney Retail Area, Southfields, London Borough of Wandsworth, London, Greater London, England, SW15 2DR, United Kingdom","(51.4609339, -0.2153478, 0.0)"
610,Abbey Road,Westminster,London,"Abbey Road,Westminster,London","Abbey Road, St. John's Wood, City of Westminster, London, Greater London, England, NW8, United Kingdom","(51.5319494, -0.1772181, 0.0)"
611,Bayswater,Westminster,London,"Bayswater,Westminster,London","Bayswater, Poplar Place, Bayswater, City of Westminster, London, Greater London, England, W2, United Kingdom","(51.5122764, -0.1883854, 0.0)"
612,Bryanston and Dorset Square,Westminster,London,"Bryanston and Dorset Square,Westminster,London","Bryanston House, 14-17, Dorset Street, Marylebone, City of Westminster, London, Greater London, England, W1U 8AS, United Kingdom","(51.51947245, -0.15704928810386884, 0.0)"
613,Churchill,Westminster,London,"Churchill,Westminster,London","The Churchill, 30, Portman Square, Marylebone, City of Westminster, London, Greater London, England, W1H 7BH, United Kingdom","(51.515473, -0.1570192, 0.0)"
614,Church Street,Westminster,London,"Church Street,Westminster,London","Church Street, Paddington, City of Westminster, London, Greater London, England, W2 1NA, United Kingdom","(51.5213557, -0.1734528, 0.0)"
615,Harrow Road,Westminster,London,"Harrow Road,Westminster,London","Harrow Road, Paddington, City of Westminster, London, Greater London, England, W2 1RR, United Kingdom","(51.5209144, -0.1804902, 0.0)"
616,Hyde Park,Westminster,London,"Hyde Park,Westminster,London","Hyde Park, Grosvenor Square, St. James's, Mayfair, City of Westminster, London, Greater London, England, W1K 2HN, United Kingdom","(51.5074889, -0.1622053801825995, 0.0)"
617,Knightsbridge and Belgravia,Westminster,London,"Knightsbridge and Belgravia,Westminster,London","Knightsbridge, City of Westminster, London, Greater London, England, SW3 1ED, United Kingdom","(51.5017546, -0.1608199, 0.0)"
618,Lancaster Gate,Westminster,London,"Lancaster Gate,Westminster,London","Lancaster Gate, Bayswater Road, Paddington, City of Westminster, London, Greater London, England, W2 2UE, United Kingdom","(51.5118458, -0.175108, 0.0)"
619,Little Venice,Westminster,London,"Little Venice,Westminster,London","Little Venice, City of Westminster, London, Greater London, England, W9 2PF, United Kingdom","(51.5211948, -0.1824045, 0.0)"
620,Maida Vale,Westminster,London,"Maida Vale,Westminster,London","Maida Vale, Randolph Avenue, Maida Vale, City of Westminster, London, Greater London, England, W9, United Kingdom","(51.5297928, -0.1857906, 0.0)"
621,Marylebone High Street,Westminster,London,"Marylebone High Street,Westminster,London","Marylebone High Street, Marylebone, City of Westminster, London, Greater London, England, W1U 5HR, United Kingdom","(51.5222211, -0.1514193, 0.0)"
622,Queen's Park,Westminster,London,"Queen's Park,Westminster,London","Queen's Park, City of Westminster, London, Greater London, England, United Kingdom","(51.529149000000004, -0.20881331988409563, 0.0)"
623,Regent's Park,Westminster,London,"Regent's Park,Westminster,London","Regent's Park, Marylebone Road, St. James's, Marylebone, City of Westminster, London, Greater London, England, W1W 5PN, United Kingdom","(51.5236277, -0.1466357, 0.0)"
624,St. James's,Westminster,London,"St. James's,Westminster,London","St. James's, City of Westminster, London, Greater London, England, SW1Y 6JX, United Kingdom","(51.5079082, -0.1365727, 0.0)"
625,Tachbrook,Westminster,London,"Tachbrook,Westminster,London","Upper Tachbrook Street, St. James's, Victoria, City of Westminster, London, Greater London, England, SW1V 1SH, United Kingdom","(51.4930227, -0.139352, 0.0)"
626,Vincent Square,Westminster,London,"Vincent Square,Westminster,London","Vincent Square, St. James's, Victoria, City of Westminster, London, Greater London, England, SW1, United Kingdom","(51.4946241, -0.1357111, 0.0)"
627,Warwick,Westminster,London,"Warwick,Westminster,London","The Warwick, 25, Warwick Way, St. James's, Pimlico, City of Westminster, London, Greater London, England, SW1V 1QT, United Kingdom","(51.49240735, -0.13970480261141285, 0.0)"
628,Westbourne,Westminster,London,"Westbourne,Westminster,London","The Westbourne, 101, Westbourne Park Villas, Westbourne Green, City of Westminster, London, Greater London, England, W2 5ED, United Kingdom","(51.519423700000004, -0.1948299699387988, 0.0)"
629,West End,Westminster,London,"West End,Westminster,London","Westminster, London, Southwestern Ontario, Ontario, N6A 4L8, Canada","(42.8864294, -81.2392213, 0.0)"
630,Madison Avenue,Manhattan,New York,"Madison Avenue,Manhattan,New York","Madison Avenue, East Harlem, Manhattan Community Board 11, Manhattan, New York County, New York, 10037:10454, United States of America","(40.8120663, -73.9359874, 0.0)"
